caseidx,i11,caseidX,regionX,districtX,pov_likelihood,motherTogether,noReligion,female,spouseTogether,ageMarried,needToCOVID,unableToCOVID,unableCall7days,unableTrans7days,ct1a0,ct1b0,ct2a0,ct2b0,totExp7days,threatenPartner,hitPartner,logk10,severe_distress,tiredCOVID,awareofCOVID0,trustgovtCOVIDNos0,m110,m120,m130,m140,bd10,bd20,bd30,female0,akan0,married0,ageYrs0,jhs0,hhsize0,selfEmploy0,informal0,incomegrp0,self_hseWork0,Trt
30803,,30803,Volta,403,7.1999998,0,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,,0,0,,,2
30806,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",30806,Volta,403,4.3000002,0,0,0,1,27,1,0,1,0,15,10,0,0,133,1,1,2.3025851,0,1,1,4,1,3,3,2,,,,0,0,1,39,1,5,0,1,1,0,1
30808,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",30808,Volta,403,2.2,0,0,1,0,23,0,1,1,1,56,10,0,0,200,1,1,2.5649493,0,1,1,4,1,3,2,2,,,,1,0,1,52,1,8,1,1,1,0,1
30901,,30901,Volta,403,0,0,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,,0,0,,,1
30910,,30910,Volta,403,1.1,0,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,1,,0,0,,,0
30915,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",30915,Volta,403,1.1,0,0,0,1,26,1,0,1,0,5,3,0,0,280,1,1,2.5649493,0,0,1,3,1,3,3,3,,,,0,0,1,38,1,9,1,1,1,0,2
31013,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",31013,Volta,403,29,1,1,0,1,24,0,0,1,1,99,40,0,0,490,1,1,2.5649493,0,0,1,1,1,1,2,2,,,,0,0,0,38,1,8,0,1,1,1,0
31109,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31109,Volta,404,19.6,0,0,0,1,30,1,0,1,0,20,15,0,0,160,1,1,2.5649493,0,1,1,4,1,4,3,2,,,,1,0,1,29,1,7,1,1,1,1,2
31115,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31115,Volta,404,4.3000002,1,0,1,0,23,1,0,0,0,4,2,0,0,80,1,1,2.3025851,0,0,1,4,1,4,4,1,,,,1,0,1,49,0,6,1,1,1,0,1
31202,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",31202,Volta,405,1.1,0,0,0,1,26,1,1,0,0,7,5,0,0,170,1,1,2.7080503,0,0,1,4,1,4,3,2,,,,0,0,1,37,1,3,0,1,1,0,2
31302,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",31302,Volta,405,1.1,0,0,1,1,22,1,0,0,0,15,10,0,0,300,1,1,2.7725887,0,0,1,3,1,2,3,3,,,,1,0,1,45,0,5,1,1,1,1,1
31304,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31304,Volta,405,1.1,0,0,0,1,22,1,1,0,0,10,5,0,0,480,1,1,2.7080503,0,0,1,4,1,4,4,3,,,,0,0,1,40,1,7,0,0,4,0,0
31311,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31311,Volta,405,4.3000002,0,0,1,1,20,1,1,1,0,28,20,0,0,255,1,1,2.8332133,0,1,1,3,1,1,2,2,,,,1,0,1,30,1,5,1,1,1,1,1
31408,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31408,Volta,408,11.7,0,0,0,1,25,1,0,1,0,13,10,0,0,175,1,1,2.3978953,0,1,1,4,1,5,4,2,,,,0,0,1,53,1,2,1,1,2,0,1
31414,"Food insecurity[i.e., lack of consistent access to enough food going forward]",31414,Volta,408,.80000001,0,0,0,1,25,1,1,1,1,7,10,0,0,330,1,1,2.4849067,0,1,1,2,1,2,1,3,,,,0,0,0,38,1,8,1,0,2,0,0
31504,"Food insecurity[i.e., lack of consistent access to enough food going forward]",31504,Volta,408,1.1,0,0,0,1,39,1,1,1,1,2,1,1,1,0,1,1,3.4339871,1,1,1,3,2,1,2,2,,,,0,0,1,40,1,3,1,1,1,0,2
31703,"Food insecurity[i.e., lack of consistent access to enough food going forward]",31703,Volta,408,.30000001,0,0,0,1,32,1,1,1,1,0,0,0,0,0,1,1,3.4657359,1,1,1,3,3,5,2,2,,,,0,0,1,37,1,5,1,1,1,0,2
31710,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31710,Volta,408,1.1,0,0,0,1,21,0,0,1,0,20,10,0,0,300,1,1,2.7725887,0,0,1,4,1,5,1,1,,,,0,0,1,39,0,6,1,1,1,0,2
31811,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31811,Volta,408,11.7,0,0,1,0,27,0,1,1,1,49,5,0,0,790,1,1,2.8903718,0,1,1,4,1,1,2,2,,,,1,0,1,54,1,8,1,1,1,1,0
31903,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31903,Volta,408,1.1,0,0,1,0,20,0,1,1,1,28,20,0,0,530,1,1,2.8332133,0,1,1,3,1,3,2,1,,,,1,0,1,49,1,10,1,0,1,1,2
31907,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",31907,Volta,408,19.6,0,0,1,0,21,1,0,0,0,6,5,0,0,85,1,1,2.4849067,0,0,1,4,1,3,4,1,,,,1,0,0,57,0,3,1,1,1,1,1
31908,"Food insecurity[i.e., lack of consistent access to enough food going forward]",31908,Volta,408,4.3000002,0,1,0,0,22,0,0,0,1,20,10,10,10,600,1,1,2.3025851,0,1,1,3,1,5,4,4,,,,0,0,0,30,1,6,1,1,2,0,1
32001,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",32001,Upper East,909,11.7,1,0,0,1,26,1,1,1,1,11,30,0,0,135,1,1,2.3025851,0,0,1,3,2,2,2,1,,,,0,0,1,56,0,6,1,1,2,0,2
32002,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32002,Upper East,909,53.299999,0,0,0,1,23,1,1,1,1,5,20,0,0,75,2,1,2.3025851,0,0,1,2,1,1,1,1,,,,0,0,1,57,1,6,1,1,2,0,1
32007,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32007,Upper East,909,11.7,0,0,1,0,18,1,1,1,1,5,20,0,0,162,1,1,2.3978953,0,1,1,2,1,1,1,2,,,,0,0,1,48,0,6,1,1,1,0,2
32013,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",32013,Upper East,909,29,0,0,0,1,20,1,1,0,1,10,25,1,5,163,1,2,2.4849067,0,1,1,3,1,1,1,1,,,,0,0,1,48,1,5,1,1,3,0,2
32103,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32103,Volta,409,7.1999998,0,0,0,1,23,0,0,0,0,70,11,0,0,450,2,1,2.5649493,0,1,1,2,1,1,2,2,,,,0,0,1,35,1,5,1,0,1,0,0
32206,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32206,Volta,410,40.200001,0,0,0,1,30,0,0,1,0,6,10,0,0,65,1,1,2.4849067,0,0,1,4,1,4,3,2,,,,0,0,1,40,0,6,1,1,1,0,1
32303,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32303,Volta,411,1.1,0,0,0,1,29,1,1,0,0,30,17,4,12,750,1,1,2.4849067,0,0,1,4,1,3,2,1,,,,0,0,1,36,1,15,1,1,1,0,0
32304,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32304,Volta,411,19.6,0,0,0,1,29,0,0,0,0,42,5,0,0,222,1,1,2.5649493,0,0,1,2,1,1,3,1,,,,0,0,1,34,1,5,0,1,2,0,1
32305,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32305,Volta,411,29,0,0,0,1,35,1,1,0,0,15,10,0,0,120,1,1,3.0445225,0,1,1,4,2,3,2,3,,,,0,0,1,45,1,6,1,1,1,0,0
32409,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32409,Volta,411,4.3000002,0,0,1,0,24,1,1,1,1,2,1,0,0,450,1,1,3.1354942,0,1,1,3,2,3,3,1,,,,1,0,0,34,1,2,0,1,1,1,0
32501,"Food insecurity[i.e., lack of consistent access to enough food going forward]",32501,Volta,411,7.1999998,0,0,1,0,25,1,0,0,0,99,20,0,0,250,1,1,2.7080503,0,0,1,4,1,4,4,4,,,,1,0,1,56,1,4,1,1,2,1,1
32504,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32504,Volta,411,7.1999998,0,0,0,1,28,0,1,1,1,0,0,0,0,750,1,1,2.3978953,0,1,1,4,1,1,2,2,,,,0,0,0,38,1,8,1,1,1,0,1
32601,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32601,Volta,411,29,0,0,0,1,27,1,1,1,1,15,10,0,0,70,1,1,3.1354942,0,1,1,3,2,3,3,3,,,,0,0,1,55,1,5,1,1,2,0,2
32605,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32605,Volta,411,4.3000002,0,0,0,1,18,1,1,0,0,35,20,5,10,370,1,1,2.3978953,0,0,1,3,1,4,4,4,,,,0,0,1,39,1,4,1,1,2,0,1
32606,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32606,Volta,411,19.6,0,0,0,1,25,0,0,0,0,70,10,0,0,110,1,1,2.3025851,0,1,1,2,1,1,4,4,,,,0,0,1,36,1,5,0,1,3,0,2
32614,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32614,Volta,411,19.6,0,0,0,1,24,0,1,1,1,90,60,0,0,750,1,1,2.7080503,0,1,1,4,1,2,2,2,,,,0,0,1,30,1,6,0,1,1,0,1
32706,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32706,Volta,412,53.299999,0,1,1,1,20,0,1,1,1,21,5,0,0,850,1,1,2.6390574,0,1,1,4,4,3,3,2,,,,1,0,1,60,0,7,0,0,1,1,1
32714,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32714,Volta,412,19.6,0,0,1,0,21,0,0,0,0,35,10,0,0,120,1,1,2.4849067,0,0,1,4,1,1,3,3,,,,1,0,1,45,0,7,0,0,1,1,2
32801,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32801,Volta,413,7.1999998,0,0,0,1,32,1,0,1,0,15,35,3,15,662,1,1,2.3978953,0,1,1,4,1,4,5,4,,,,0,0,1,66,1,6,0,1,1,0,2
32803,,32803,Volta,413,11.7,0,0,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,54,1,,0,0,,,2
32904,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",32904,Volta,414,40.200001,0,0,0,1,18,1,1,0,1,70,7,0,0,530,1,1,2.3978953,0,1,1,1,1,3,2,2,,,,0,0,1,35,1,8,1,1,1,0,1
32910,Other specify,32910,Volta,414,11.7,0,0,0,1,21,0,1,1,0,42,14,0,0,361,1,1,2.8332133,0,1,1,4,1,1,3,3,,,,0,1,1,44,1,5,1,0,4,0,0
33014,Other specify,33014,Volta,415,7.1999998,0,0,0,1,22,1,0,1,0,84,20,0,0,520,1,1,2.5649493,0,0,1,4,1,3,3,3,,,,0,0,1,57,1,2,1,1,1,0,1
33108,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",33108,Volta,417,11.7,0,0,0,1,22,1,0,0,0,20,10,0,0,430,1,1,2.3025851,0,0,1,4,1,4,5,3,,,,0,0,1,69,1,8,1,1,5,0,1
33114,"Food insecurity[i.e., lack of consistent access to enough food going forward]",33114,Volta,417,2.2,0,0,1,0,18,1,1,0,0,35,10,0,0,233,1,1,2.7725887,0,0,1,4,1,1,4,4,,,,1,0,1,55,1,5,0,0,1,1,0
33201,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33201,Volta,418,1.1,0,1,0,1,,0,0,0,0,30,10,0,0,155,1,1,2.3025851,0,0,1,4,1,5,5,3,,,,0,0,1,26,1,5,1,1,1,0,1
33202,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33202,Volta,418,7.1999998,0,0,0,1,28,1,1,0,1,70,10,0,0,770,1,1,2.9444389,0,1,1,4,1,3,2,2,,,,0,0,1,34,0,9,1,1,2,0,0
33207,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33207,Volta,418,7.1999998,0,0,0,1,17,0,0,1,0,5,1,0,0,57,1,1,2.5649493,0,0,1,4,1,5,3,1,,,,0,0,0,21,1,1,0,1,1,1,0
33210,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",33210,Volta,418,11.7,1,0,0,1,33,1,1,0,0,50,10,0,0,70,1,1,2.3978953,0,1,1,4,1,4,5,3,,,,0,1,1,47,1,9,1,0,3,0,1
33402,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33402,Volta,422,11.7,0,0,0,1,26,1,0,0,0,45,30,0,0,420,1,1,2.3025851,0,0,1,4,1,1,4,3,,,,0,0,1,41,1,7,1,1,1,0,2
33410,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33410,Volta,422,7.1999998,0,0,0,1,28,1,0,1,0,30,45,0,0,362,1,1,2.4849067,0,0,1,1,1,5,4,2,,,,0,0,1,52,0,3,1,1,1,1,1
33506,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33506,Volta,423,40.200001,0,0,0,1,,0,1,1,1,28,3,0,0,140,1,1,2.7725887,0,1,1,4,2,3,2,2,,,,1,0,1,49,1,4,0,1,1,1,2
33510,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",33510,Volta,423,19.6,0,0,1,0,25,1,1,1,0,4,5,0,0,225,1,1,2.5649493,0,1,1,4,1,4,3,2,,,,1,1,1,62,1,4,1,1,1,0,2
33611,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33611,Volta,401,1.1,0,0,0,1,23,0,0,0,0,20,15,0,0,250,1,1,3.0445225,0,0,1,4,1,5,1,1,,,,0,0,1,26,1,3,1,1,1,1,2
33613,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33613,Volta,401,19.6,0,0,0,1,20,1,1,1,1,70,5,0,0,280,1,1,2.7080503,0,0,1,3,1,3,2,2,,,,0,0,1,48,1,6,1,1,1,0,0
33712,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",33712,Volta,401,11.7,0,0,0,1,20,0,0,1,0,7,5,0,0,97,1,1,2.3025851,0,0,1,4,1,1,2,1,,,,0,0,1,48,0,4,1,1,2,0,2
33803,"Food insecurity[i.e., lack of consistent access to enough food going forward]",33803,Volta,401,53.299999,0,0,0,1,25,1,0,0,0,10,10,0,0,310,1,1,2.4849067,0,0,1,4,1,1,2,1,,,,0,0,1,58,1,6,1,1,1,0,1
33805,"Food insecurity[i.e., lack of consistent access to enough food going forward]",33805,Volta,401,7.1999998,0,0,0,1,24,0,1,1,0,70,25,0,0,385,1,1,2.7725887,0,0,1,4,1,3,2,2,,,,0,0,1,48,1,5,1,1,2,0,1
33813,Other specify,33813,Volta,401,29,0,0,0,1,37,1,0,1,0,70,10,0,0,370,1,1,2.8332133,0,0,1,4,1,4,2,2,,,,0,0,1,62,1,9,1,1,2,0,1
34104,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",34104,Volta,402,2.2,0,0,0,1,28,1,0,1,1,10,7,7,7,40,5,1,2.9444389,0,1,1,3,2,2,3,3,,,,0,0,1,48,1,3,1,0,2,0,2
34114,"Food insecurity[i.e., lack of consistent access to enough food going forward]",34114,Volta,402,11.7,0,0,0,1,25,0,1,1,1,72,10,0,0,363,1,1,2.6390574,0,0,1,2,1,3,2,2,,,,0,0,1,50,1,4,1,1,2,0,0
34115,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",34115,Volta,402,.30000001,0,0,0,1,22,1,1,0,0,16,10,0,0,180,1,1,2.9444389,0,1,1,3,2,4,2,2,,,,0,0,1,38,1,5,1,1,2,0,0
34413,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",34413,Volta,403,19.6,0,0,0,1,20,0,0,0,0,40,10,0,0,170,1,1,2.7080503,0,0,1,4,1,4,2,2,,,,0,0,1,38,1,7,0,0,2,0,2
34701,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",34701,Volta,404,2.2,0,0,0,1,19,1,1,0,1,40,15,0,0,375,1,1,2.7725887,0,1,1,4,1,3,2,1,,,,0,0,1,50,0,4,1,1,1,0,0
34705,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",34705,Volta,404,19.6,0,0,0,1,22,0,0,0,0,20,50,0,0,50,1,1,2.9444389,0,0,1,2,2,5,1,1,,,,0,0,1,68,1,8,1,1,1,0,1
34708,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",34708,Volta,404,53.299999,0,0,1,1,25,1,1,1,1,35,5,0,0,390,1,1,2.8903718,0,1,1,3,1,3,2,1,,,,0,0,1,62,1,11,1,1,1,1,0
34709,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",34709,Volta,404,29,1,0,0,1,28,0,1,0,0,3,5,10,10,120,1,1,2.3025851,0,0,1,4,1,1,3,3,,,,0,0,1,50,0,7,1,1,4,1,1
35010,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",35010,Volta,404,11.7,0,0,0,1,28,1,0,1,0,20,10,0,0,100,1,1,2.5649493,0,0,1,4,1,4,2,2,,,,0,0,1,50,1,6,1,0,1,0,2
35104,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",35104,Volta,405,19.6,0,0,0,1,25,1,0,1,1,20,10,1,20,92,1,1,2.7080503,0,1,1,4,1,3,3,2,,,,0,0,1,49,1,6,1,1,1,0,2
35110,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",35110,Volta,405,63.799999,0,0,0,1,26,1,1,,,,,,,,,,,,1,1,4,,,,,,,,0,0,1,0,0,7,1,1,2,0,2
35114,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",35114,Volta,405,19.6,0,0,1,0,25,1,0,1,0,7,5,0,0,255,1,1,2.8332133,0,0,1,4,1,4,4,2,,,,1,0,1,54,0,4,1,1,1,1,0
35305,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",35305,Volta,405,19.6,0,0,0,1,20,1,1,1,1,10,3,0,0,320,1,1,2.9957323,0,1,1,4,2,3,2,1,,,,0,0,1,36,0,7,1,1,1,0,0
35306,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",35306,Volta,405,11.7,0,0,0,1,28,1,0,1,1,35,6,0,0,391,1,1,2.7080503,0,0,1,3,1,3,2,2,,,,0,0,1,42,1,8,1,1,1,0,1
35410,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",35410,Volta,406,66.800003,0,0,0,1,28,1,0,0,0,10,20,0,0,250,1,1,2.3025851,0,0,1,4,1,5,4,3,,,,0,0,1,40,1,8,1,1,1,1,1
35414,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",35414,Volta,406,19.6,0,0,0,1,24,1,1,1,1,16,5,0,0,180,1,1,3.0445225,0,0,1,4,2,3,2,2,,,,0,0,0,40,1,1,1,1,2,1,2
35503,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",35503,Volta,406,19.6,0,0,0,1,22,1,1,1,1,40,10,0,0,400,1,1,2.8903718,0,0,1,4,2,3,2,2,,,,0,0,1,58,1,11,1,1,1,0,0
